transaction_id,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
TXN100694,566,PAYMENT,61045.8,78898.36,17852.56,233343.37,294389.17
TXN100695,259,PAYMENT,74576.28,105399.61,30823.33,246701.73,321278.01
TXN100696,656,CASH_OUT,40190.67,102580.44,62389.77,270829.14,311019.81
TXN100697,471,PAYMENT,6337.86,33542.86,27205.0,157470.0,163807.86
TXN100698,12,PAYMENT,60477.51,129325.23,68847.72,135357.96,195835.47
TXN100699,330,PAYMENT,6275.44,9433.3,3157.86,99117.44,105392.88
TXN100700,736,TRANSFER,60758.21,152500.41,91742.2,176764.38,237522.59
TXN100701,358,PAYMENT,114262.26,189355.56,75093.3,136283.52,250545.78
TXN100702,408,PAYMENT,6415.37,68283.88,61868.51,135469.68,141885.05
TXN100703,668,TRANSFER,70065.34,103689.26,33623.92,281078.36,351143.7
TXN100704,373,DEBIT,55799.85,76092.6,20292.75,295209.45,351009.3
TXN100705,8,PAYMENT,1175.1,1838.72,663.62,238945.32,240120.42
TXN100706,122,PAYMENT,67476.3,77481.96,10005.66,227027.43,294503.73
TXN100707,348,PAYMENT,118158.04,158448.19,40290.15,204167.45,322325.49
TXN100708,676,TRANSFER,97161.97,119399.77,22237.8,49822.46,146984.43
TXN100709,90,PAYMENT,17407.32,20701.35,3294.03,17731.75,35139.07
TXN100710,648,TRANSFER,122585.48,169504.33,46918.85,207217.89,329803.37
TXN100711,698,CASH_OUT,64945.05,106451.53,41506.48,218635.87,283580.92
TXN100712,316,CASH_OUT,2541.44,168423.81,165882.37,14091.9,16633.34
TXN100713,178,PAYMENT,49359.78,116254.19,66894.41,278415.53,327775.31
TXN100714,540,CASH_OUT,58135.27,112157.84,54022.57,27342.19,85477.46
TXN100715,732,TRANSFER,6032.4,21499.21,15466.81,85770.16,91802.56
TXN100716,41,TRANSFER,9933.09,33888.27,23955.18,201716.94,211650.03
TXN100717,740,PAYMENT,168256.44,194419.04,26162.6,50961.78,219218.22
TXN100718,704,DEBIT,37033.43,46083.11,9049.68,16624.77,53658.2
TXN100719,502,PAYMENT,149709.2,195501.7,45792.5,99343.95,249053.15
TXN100720,145,PAYMENT,39592.12,106616.58,67024.46,229791.47,269383.59
TXN100721,201,PAYMENT,612.27,27589.91,26977.64,124103.6,124715.87
TXN100722,724,TRANSFER,1653.25,20310.79,18657.54,195891.88,197545.13
TXN100723,461,PAYMENT,12138.37,42168.38,30030.01,173885.73,186024.1
TXN100724,732,PAYMENT,4446.02,185164.65,180718.63,6665.54,11111.56
TXN100725,558,PAYMENT,2099.96,83122.97,81023.01,296562.0,298661.96
TXN100726,547,PAYMENT,65557.72,79389.14,13831.42,12428.43,77986.15
TXN100727,253,TRANSFER,40214.51,62984.65,22770.14,290340.82,330555.33
TXN100728,390,TRANSFER,8503.2,29838.84,21335.64,164959.25,173462.45
TXN100729,594,PAYMENT,12527.02,97826.31,85299.29,288947.71,301474.73
TXN100730,256,PAYMENT,12306.12,26444.53,14138.41,34426.08,46732.2
TXN100731,709,TRANSFER,2467.23,167178.31,164711.08,147122.56,149589.79
TXN100732,450,PAYMENT,62877.1,74394.2,11517.1,50851.23,113728.33
TXN100733,10,PAYMENT,28542.54,75273.31,46730.77,15292.46,43835.0
TXN100734,242,DEBIT,34991.08,95064.28,60073.2,185258.73,220249.81
TXN100735,251,TRANSFER,31865.93,89103.48,57237.55,62335.03,94200.96
TXN100736,5,PAYMENT,14266.89,198974.17,184707.28,176309.11,190576.0
TXN100737,119,TRANSFER,63189.11,109303.53,46114.42,33709.34,96898.45
TXN100738,374,PAYMENT,11986.46,18096.24,6109.78,99595.94,111582.4
TXN100739,65,TRANSFER,74371.88,121572.03,47200.15,234489.77,308861.65
TXN100740,146,PAYMENT,4094.94,30741.07,26646.13,131115.46,135210.4
TXN100741,224,PAYMENT,3503.95,6672.06,3168.11,188323.62,191827.57
TXN100742,239,PAYMENT,100351.47,194163.06,93811.59,194237.38,294588.85
TXN100743,177,DEBIT,121207.14,154821.01,33613.87,253126.51,374333.65
TXN100744,282,CASH_OUT,68106.06,196031.74,127925.68,97476.84,165582.9
TXN100745,63,PAYMENT,32644.15,95836.75,63192.6,206188.67,238832.82
TXN100746,217,PAYMENT,59795.99,106685.38,46889.39,288484.74,348280.73
TXN100747,689,CASH_OUT,19544.5,34083.22,14538.72,219073.0,238617.5
TXN100748,461,PAYMENT,21279.71,49758.03,28478.32,146961.14,168240.85
TXN100749,610,PAYMENT,67841.56,167790.57,99949.01,189215.23,257056.79
TXN100750,105,DEBIT,32186.64,71559.04,39372.4,221904.87,254091.51
TXN100751,99,PAYMENT,128443.53,165449.59,37006.06,183682.73,312126.26
TXN100752,511,TRANSFER,59680.51,141948.24,82267.73,5002.74,64683.25
TXN100753,385,DEBIT,30344.71,35845.6,5500.89,58432.05,88776.76
TXN100754,405,PAYMENT,46652.19,101735.55,55083.36,243140.47,289792.66
TXN100755,518,PAYMENT,115942.48,135638.77,19696.29,81795.19,197737.67
TXN100756,476,PAYMENT,35600.27,47389.92,11789.65,219468.64,255068.91
TXN100757,709,CASH_OUT,55279.55,166222.36,110942.81,111636.06,166915.61
TXN100758,645,CASH_OUT,85022.23,109193.12,24170.89,156565.3,241587.53
TXN100759,437,CASH_OUT,3612.84,33465.79,29852.95,20391.99,24004.83
TXN100760,23,PAYMENT,97333.0,116805.39,19472.39,54367.67,151700.67
TXN100761,565,CASH_OUT,114399.88,199942.9,85543.02,287159.09,401558.97
TXN100762,677,DEBIT,1783.13,30529.04,28745.91,267041.42,268824.55
TXN100763,714,TRANSFER,95350.77,163443.01,68092.24,195682.53,291033.3
TXN100764,458,DEBIT,36712.96,41858.15,5145.19,137893.38,174606.34
TXN100765,83,CASH_OUT,11293.42,156586.47,145293.05,202728.39,214021.81
TXN100766,145,TRANSFER,74064.12,147048.3,72984.18,185583.09,259647.21
TXN100767,85,TRANSFER,40834.61,60447.63,19613.02,170565.68,211400.29
TXN100768,78,PAYMENT,47890.27,65501.71,17611.44,17753.12,65643.39
TXN100769,457,PAYMENT,60002.44,158608.02,98605.58,189840.78,249843.22
TXN100770,1,TRANSFER,17744.2,92558.38,74814.18,230676.01,248420.21
TXN100771,51,PAYMENT,6976.18,146298.2,139322.02,298224.5,305200.68
TXN100772,685,CASH_OUT,15790.7,30022.84,14232.14,3323.57,19114.27
TXN100773,717,DEBIT,70467.22,170585.28,100118.06,219052.04,289519.26
TXN100774,446,CASH_OUT,121597.0,142321.5,20724.5,171536.79,293133.79
TXN100775,449,PAYMENT,11600.66,181435.09,169834.43,130215.65,141816.31
TXN100776,488,PAYMENT,16683.19,26908.29,10225.1,38271.05,54954.24
TXN100777,34,PAYMENT,3827.93,118806.39,114978.46,122725.54,126553.47
TXN100778,348,TRANSFER,19513.16,120024.56,100511.4,106313.15,125826.31
TXN100779,95,CASH_OUT,29378.04,71015.42,41637.38,90848.97,120227.01
TXN100780,72,DEBIT,38150.04,91964.05,53814.01,219263.89,257413.93
TXN100781,551,PAYMENT,5010.15,8077.32,3067.17,210217.66,215227.81
TXN100782,154,DEBIT,122438.62,149299.08,26860.46,176706.03,299144.65
TXN100783,250,CASH_OUT,63713.24,110089.83,46376.59,281599.44,345312.68
TXN100784,674,PAYMENT,10320.36,12019.34,1698.98,104956.32,115276.68
TXN100785,438,CASH_OUT,108317.73,136310.8,27993.07,73140.58,181458.31
TXN100786,118,PAYMENT,49639.38,93623.02,43983.64,196770.99,246410.37
TXN100787,306,PAYMENT,5546.57,7375.02,1828.45,59644.22,65190.79
TXN100788,268,TRANSFER,112850.64,193936.74,81086.1,94503.15,207353.79
TXN100789,54,PAYMENT,15171.97,189847.87,174675.9,67380.73,82552.7
TXN100790,236,TRANSFER,68799.83,102824.03,34024.2,20746.07,89545.9
TXN100791,389,TRANSFER,1812.63,19187.65,17375.02,248249.62,250062.25
TXN100792,734,TRANSFER,81374.07,151046.93,69672.86,76362.16,157736.23
TXN100793,401,PAYMENT,62671.06,98640.25,35969.19,141908.25,204579.31
TXN100794,624,TRANSFER,4210.59,60838.27,56627.68,12994.58,17205.17
TXN100795,303,TRANSFER,21225.78,98537.93,77312.15,209801.84,231027.62
TXN100796,207,TRANSFER,86394.86,104727.61,18332.75,99168.3,185563.16
TXN100797,229,PAYMENT,62979.25,112760.98,49781.73,223421.02,286400.27
TXN100798,578,PAYMENT,20289.25,88524.13,68234.88,123720.92,144010.17
TXN100799,75,TRANSFER,75806.81,121348.18,45541.37,58726.68,134533.49
TXN100800,435,PAYMENT,99453.15,183787.57,84334.42,153952.52,253405.67
TXN100801,103,TRANSFER,33213.53,72772.48,39558.95,39151.37,72364.9
TXN100802,422,CASH_OUT,127673.37,145280.43,17607.06,132161.75,259835.12
TXN100803,704,TRANSFER,110635.96,178943.29,68307.33,95191.64,205827.6
TXN100804,738,TRANSFER,31477.99,91467.87,59989.88,273587.88,305065.87
TXN100805,306,DEBIT,64241.75,88969.44,24727.69,18278.62,82520.37
TXN100806,98,CASH_OUT,96169.67,120622.34,24452.67,208205.22,304374.89
TXN100807,335,DEBIT,14389.64,118485.65,104096.01,54825.35,69214.99
TXN100808,435,CASH_OUT,30425.38,161414.57,130989.19,95713.52,126138.9
TXN100809,447,PAYMENT,19345.05,95558.44,76213.39,124654.22,143999.27
TXN100810,308,PAYMENT,124552.15,199226.53,74674.38,272404.53,396956.68
TXN100811,249,TRANSFER,6759.78,12364.58,5604.8,72773.48,79533.26
TXN100812,166,PAYMENT,634.94,1131.99,497.05,27392.64,28027.58
TXN100813,481,PAYMENT,108638.92,128219.56,19580.64,95606.88,204245.8
TXN100814,335,PAYMENT,42060.14,60037.77,17977.63,31402.79,73462.93
TXN100815,542,TRANSFER,6001.98,48456.29,42454.31,38578.95,44580.93
TXN100816,106,CASH_OUT,20026.56,62723.87,42697.31,172155.18,192181.74
TXN100817,563,CASH_OUT,20503.66,51581.49,31077.83,18270.58,38774.24
TXN100818,81,TRANSFER,2407.32,6642.61,4235.29,9279.26,11686.58
TXN100819,133,CASH_OUT,117697.15,194320.84,76623.69,214324.23,332021.38
TXN100820,138,PAYMENT,35799.55,44538.72,8739.17,108494.13,144293.68
TXN100821,184,CASH_OUT,41493.47,146938.94,105445.47,37612.6,79106.07
TXN100822,401,PAYMENT,76497.68,152637.98,76140.3,76083.83,152581.51
TXN100823,330,DEBIT,132458.21,185886.85,53428.64,192625.95,325084.16
TXN100824,508,TRANSFER,2508.82,6594.62,4085.8,82660.97,85169.79
TXN100825,69,PAYMENT,27850.38,174473.64,146623.26,148356.34,176206.72
TXN100826,546,PAYMENT,45729.11,105681.62,59952.51,36508.59,82237.7
TXN100827,53,PAYMENT,7493.62,126692.55,119198.93,176428.09,183921.71
TXN100828,450,PAYMENT,109546.0,129071.82,19525.82,94823.31,204369.31
TXN100829,205,PAYMENT,12564.71,164049.66,151484.95,188090.53,200655.24
TXN100830,126,TRANSFER,26821.08,67014.76,40193.68,242518.46,269339.54
TXN100831,43,TRANSFER,70670.94,146743.71,76072.77,183493.93,254164.87
TXN100832,111,TRANSFER,93970.4,105951.33,11980.93,88724.27,182694.67
TXN100833,663,DEBIT,25049.37,158782.11,133732.74,76723.11,101772.48
TXN100834,183,TRANSFER,22157.86,198113.93,175956.07,98226.29,120384.15
TXN100835,95,TRANSFER,719.34,40529.88,39810.54,49386.15,50105.49
TXN100836,374,PAYMENT,29533.22,198932.4,169399.18,54351.56,83884.78
TXN100837,520,CASH_OUT,3581.71,18417.52,14835.81,237207.33,240789.04
TXN100838,360,PAYMENT,549.71,962.35,412.64,115419.77,115969.48
TXN100839,696,DEBIT,1913.63,9310.31,7396.68,130798.55,132712.18
TXN100840,281,CASH_OUT,1941.3,68685.59,66744.29,178214.84,180156.14
TXN100841,195,TRANSFER,94527.29,126764.81,32237.52,176896.05,271423.34
TXN100842,195,PAYMENT,4786.34,14271.39,9485.05,20213.06,24999.4
TXN100843,667,CASH_OUT,529.51,1630.33,1100.82,249462.24,249991.75
TXN100844,93,CASH_OUT,52337.13,187449.66,135112.53,53197.97,105535.1
TXN100845,672,PAYMENT,144422.01,164474.36,20052.35,216921.49,361343.5
TXN100846,61,PAYMENT,26136.27,161932.04,135795.77,231801.3,257937.57
TXN100847,634,CASH_OUT,143223.01,176942.64,33719.63,214469.86,357692.87
TXN100848,51,PAYMENT,98299.7,140156.84,41857.14,173693.29,271992.99
TXN100849,403,DEBIT,1665.06,21328.62,19663.56,4382.7,6047.76
TXN100850,5,PAYMENT,71162.13,80120.49,8958.36,108112.65,179274.78
TXN100851,466,PAYMENT,36411.51,144768.32,108356.81,181451.83,217863.34
TXN100852,604,CASH_OUT,5515.08,56426.72,50911.64,116235.39,121750.47
TXN100853,682,PAYMENT,102965.24,137637.57,34672.33,259043.97,362009.21
TXN100854,534,TRANSFER,3442.26,5387.44,1945.18,92640.68,96082.94
TXN100855,405,PAYMENT,34440.09,61574.4,27134.31,88060.44,122500.53
TXN100856,513,PAYMENT,16378.19,110051.5,93673.31,79799.31,96177.5
TXN100857,645,TRANSFER,55180.91,126601.92,71421.01,99834.26,155015.17
TXN100858,233,TRANSFER,81476.55,115619.61,34143.06,167221.49,248698.04
TXN100859,524,TRANSFER,39148.14,139702.38,100554.24,212104.59,251252.73
TXN100860,346,CASH_OUT,492.81,1714.71,1221.9,198770.38,199263.19
TXN100861,46,TRANSFER,264.07,20637.77,20373.7,242315.35,242579.42
TXN100862,546,PAYMENT,28699.29,173854.38,145155.09,265774.2,294473.49
TXN100863,78,PAYMENT,107720.64,136508.85,28788.21,244823.71,352544.35
TXN100864,730,DEBIT,9284.59,23029.86,13745.27,5683.62,14968.21
TXN100865,73,CASH_OUT,149280.28,168493.85,19213.57,220775.39,370055.67
TXN100866,249,TRANSFER,17683.49,48825.13,31141.64,62519.87,80203.36
TXN100867,47,PAYMENT,62009.19,95912.85,33903.66,39878.41,101887.6
TXN100868,121,PAYMENT,7688.1,29466.7,21778.6,191546.64,199234.74
TXN100869,214,CASH_OUT,47453.99,142166.96,94712.97,95922.96,143376.95
TXN100870,239,CASH_OUT,24002.84,133537.46,109534.62,17135.15,41137.99
TXN100871,56,TRANSFER,13589.92,42616.94,29027.02,41288.92,54878.84
TXN100872,350,CASH_OUT,85863.13,172748.45,86885.32,278.83,86141.96
TXN100873,107,CASH_OUT,71914.62,80560.55,8645.93,270967.09,342881.71
TXN100874,48,PAYMENT,35381.12,58856.76,23475.64,7385.4,42766.52
TXN100875,573,PAYMENT,5786.54,30889.75,25103.21,62836.73,68623.27
TXN100876,337,PAYMENT,2680.87,53600.52,50919.65,124878.83,127559.7
TXN100877,26,PAYMENT,599.35,4894.37,4295.02,106971.4,107570.75
TXN100878,257,CASH_OUT,59677.31,116859.87,57182.56,273517.76,333195.07
TXN100879,8,PAYMENT,116449.56,168525.03,52075.47,12086.68,128536.24
TXN100880,625,TRANSFER,93185.34,110021.6,16836.26,153664.41,246849.75
TXN100881,253,PAYMENT,1065.54,44245.16,43179.62,204143.84,205209.38
TXN100882,692,PAYMENT,3429.93,7217.0,3787.07,279509.39,282939.32
TXN100883,719,PAYMENT,18586.67,43318.3,24731.63,186111.38,204698.05
TXN100884,303,PAYMENT,49599.36,83516.22,33916.86,241126.57,290725.93
TXN100885,639,TRANSFER,77241.41,152042.48,74801.07,25117.48,102358.89
TXN100886,56,PAYMENT,23599.91,37974.65,14374.74,115781.85,139381.76
TXN100887,726,TRANSFER,85838.47,144098.39,58259.92,112184.14,198022.61
TXN100888,526,PAYMENT,19798.03,173453.23,153655.2,265886.46,285684.49
TXN100889,474,PAYMENT,65724.19,91062.4,25338.21,45411.35,111135.54
TXN100890,28,PAYMENT,19671.99,164375.68,144703.69,45565.85,65237.84
TXN100891,78,TRANSFER,70215.21,111154.14,40938.93,98567.44,168782.65
TXN100892,216,TRANSFER,48534.99,127599.62,79064.63,16339.81,64874.8
TXN100893,386,PAYMENT,49299.53,105492.55,56193.02,54737.41,104036.94
TXN100894,365,PAYMENT,75616.99,92902.96,17285.97,289562.89,365179.88
TXN100895,666,CASH_OUT,37945.15,47313.36,9368.21,128455.18,166400.33
TXN100896,526,PAYMENT,45001.98,60987.21,15985.23,189605.76,234607.74
TXN100897,699,PAYMENT,27075.83,58349.04,31273.21,217833.38,244909.21
TXN100898,312,CASH_OUT,75091.24,112876.14,37784.9,110088.42,185179.66
TXN100899,7,TRANSFER,11396.42,24430.76,13034.34,44168.12,55564.54
TXN100900,3,PAYMENT,143776.28,183399.94,39623.66,61974.3,205750.58
TXN100901,623,DEBIT,53159.5,144270.7,91111.2,93979.94,147139.44
TXN100902,363,CASH_OUT,70394.73,80588.4,10193.67,190820.53,261215.26
TXN100903,508,PAYMENT,26994.76,32145.52,5150.76,119484.16,146478.92
TXN100904,274,TRANSFER,118231.13,176457.44,58226.31,2044.41,120275.54
TXN100905,506,TRANSFER,42641.8,164843.73,122201.93,157022.16,199663.96
TXN100906,739,PAYMENT,18374.21,144483.45,126109.24,276454.02,294828.23
TXN100907,15,PAYMENT,42136.21,54673.64,12537.43,243623.28,285759.49
TXN100908,192,PAYMENT,12693.35,80788.1,68094.75,247563.41,260256.76
TXN100909,631,TRANSFER,16174.81,20998.28,4823.47,238517.41,254692.22
TXN100910,485,PAYMENT,17073.01,38213.39,21140.38,97119.25,114192.26
TXN100911,28,CASH_OUT,58271.02,156711.82,98440.8,229558.15,287829.17
TXN100912,714,TRANSFER,116501.35,143150.22,26648.87,42948.41,159449.76
TXN100913,39,PAYMENT,65089.34,118900.41,53811.07,197314.84,262404.18
TXN100914,273,TRANSFER,93753.7,179197.48,85443.78,192470.57,286224.27
TXN100915,231,PAYMENT,59284.12,116861.67,57577.55,7670.94,66955.06
TXN100916,86,TRANSFER,31876.37,93660.12,61783.75,236391.04,268267.41
TXN100917,474,TRANSFER,48513.62,68403.96,19890.34,270974.43,319488.05
TXN100918,126,PAYMENT,44206.31,188119.48,143913.17,80224.58,124430.89
TXN100919,537,PAYMENT,14376.94,17001.73,2624.79,243717.22,258094.16
TXN100920,145,PAYMENT,150021.13,186212.03,36190.9,24721.79,174742.92
TXN100921,525,PAYMENT,51342.31,165429.57,114087.26,179990.36,231332.67
TXN100922,212,PAYMENT,17417.34,26421.02,9003.68,145694.06,163111.4
TXN100923,25,PAYMENT,58890.57,113214.38,54323.81,163777.06,222667.63
TXN100924,580,DEBIT,53834.71,173376.32,119541.61,277861.56,331696.27
TXN100925,394,PAYMENT,101947.86,114575.93,12628.07,261394.57,363342.43
TXN100926,67,PAYMENT,5891.27,181486.36,175595.09,235525.1,241416.37
TXN100927,233,TRANSFER,44299.58,188625.27,144325.69,82109.54,126409.12
TXN100928,109,PAYMENT,40082.81,84765.71,44682.9,273545.59,313628.4
TXN100929,146,DEBIT,35957.69,75774.08,39816.39,29252.31,65210.0
TXN100930,111,TRANSFER,100044.28,187296.07,87251.79,255998.76,356043.04
TXN100931,228,CASH_OUT,91793.2,135190.44,43397.24,98448.02,190241.22
TXN100932,111,PAYMENT,13357.81,23646.52,10288.71,16131.69,29489.5
TXN100933,470,PAYMENT,4864.08,8937.2,4073.12,200807.1,205671.18
TXN100934,34,PAYMENT,6520.22,113143.5,106623.28,69383.98,75904.2
TXN100935,623,CASH_OUT,64214.67,186069.11,121854.44,73071.34,137286.01
TXN100936,369,PAYMENT,36577.83,168927.62,132349.79,91814.15,128391.98
TXN100937,595,PAYMENT,33315.86,135331.63,102015.77,19105.43,52421.29
TXN100938,554,DEBIT,14221.75,28253.61,14031.86,53138.14,67359.89
TXN100939,425,PAYMENT,9606.65,51219.16,41612.51,1541.89,11148.54
TXN100940,613,PAYMENT,47577.25,175164.49,127587.24,133622.86,181200.11
TXN100941,518,PAYMENT,8170.58,36970.04,28799.46,25276.61,33447.19
TXN100942,692,DEBIT,47874.95,56048.66,8173.71,204795.78,252670.73
TXN100943,282,PAYMENT,22421.86,26355.33,3933.47,70686.86,93108.72
TXN100944,320,CASH_OUT,74846.55,135383.59,60537.04,283072.24,357918.79
TXN100945,738,CASH_OUT,157257.74,188824.47,31566.73,261375.49,418633.23
TXN100946,443,PAYMENT,38419.03,54159.12,15740.09,86832.27,125251.3
TXN100947,315,TRANSFER,51013.95,95343.62,44329.67,234964.64,285978.59
TXN100948,741,PAYMENT,1998.17,127050.78,125052.61,240973.47,242971.64
TXN100949,377,PAYMENT,139433.62,199893.52,60459.9,295968.93,435402.55
TXN100950,289,CASH_OUT,13599.44,21409.21,7809.77,179352.0,192951.44
TXN100951,437,CASH_OUT,55737.99,99964.87,44226.88,24589.72,80327.71
TXN100952,662,TRANSFER,53109.52,77331.46,24221.94,194051.17,247160.69
TXN100953,277,TRANSFER,80812.44,173231.12,92418.68,187493.92,268306.36
TXN100954,710,PAYMENT,60770.27,95455.56,34685.29,191505.17,252275.44
TXN100955,582,PAYMENT,19069.76,22640.02,3570.26,92143.69,111213.45
TXN100956,503,PAYMENT,43770.53,127067.62,83297.09,257903.88,301674.41
TXN100957,624,PAYMENT,98768.51,154270.73,55502.22,287841.65,386610.16
TXN100958,516,PAYMENT,465.78,1074.81,609.03,65313.75,65779.53
TXN100959,350,PAYMENT,104872.8,171861.86,66989.06,26445.65,131318.45
TXN100960,446,PAYMENT,25913.45,37611.59,11698.14,58360.51,84273.96
TXN100961,350,PAYMENT,5581.98,110637.84,105055.86,246165.64,251747.62
TXN100962,607,TRANSFER,48858.78,83451.6,34592.82,202993.39,251852.17
TXN100963,664,CASH_OUT,30514.18,144070.94,113556.76,190814.2,221328.38
TXN100964,137,PAYMENT,45199.85,74546.74,29346.89,120537.94,165737.79
TXN100965,243,DEBIT,74273.19,174017.75,99744.56,173348.39,247621.58
TXN100966,543,CASH_OUT,102138.9,146234.02,44095.12,92362.24,194501.14
TXN100967,40,PAYMENT,15543.78,129718.78,114175.0,143160.02,158703.8
TXN100968,229,CASH_OUT,90419.48,159350.0,68930.52,237918.91,328338.39
TXN100969,548,TRANSFER,38915.01,150927.6,112012.59,294372.48,333287.49
TXN100970,223,TRANSFER,5899.23,7669.77,1770.54,279746.68,285645.91
TXN100971,6,PAYMENT,66273.29,79249.5,12976.21,280159.78,346433.07
TXN100972,322,TRANSFER,166979.6,186196.06,19216.46,120667.12,287646.72
TXN100973,468,PAYMENT,18379.29,25581.99,7202.7,140636.96,159016.25
TXN100974,732,TRANSFER,100456.0,147550.76,47094.76,211690.62,312146.62
TXN100975,75,TRANSFER,39336.25,194931.07,155594.82,276657.58,315993.83
TXN100976,4,TRANSFER,3372.82,10913.63,7540.81,42598.28,45971.1
TXN100977,646,TRANSFER,57979.9,136597.68,78617.78,91272.56,149252.46
TXN100978,118,CASH_OUT,65568.96,93896.75,28327.79,41774.05,107343.01
TXN100979,606,PAYMENT,95658.55,116045.46,20386.91,183602.56,279261.11
TXN100980,504,PAYMENT,3125.41,17525.6,14400.19,91890.3,95015.71
TXN100981,574,CASH_OUT,7544.54,9079.89,1535.35,97832.36,105376.9
TXN100982,441,PAYMENT,84010.74,133539.9,49529.16,21274.79,105285.53
TXN100983,194,PAYMENT,91203.41,164750.23,73546.82,104938.82,196142.23
TXN100984,715,PAYMENT,29402.16,156512.06,127109.9,258748.95,288151.11
TXN100985,392,PAYMENT,6475.84,108989.24,102513.4,69921.84,76397.68
TXN100986,26,DEBIT,10537.14,20423.43,9886.29,208556.24,219093.38
TXN100987,435,TRANSFER,81260.47,137764.87,56504.4,188888.5,270148.97
TXN100988,173,DEBIT,9634.13,48756.83,39122.7,259045.38,268679.51
TXN100989,300,TRANSFER,92085.24,182258.21,90172.97,39686.38,131771.62
TXN100990,645,PAYMENT,129537.42,167733.94,38196.52,293276.99,422814.41
TXN100991,326,PAYMENT,106972.13,142021.9,35049.77,174788.59,281760.72
TXN100992,410,TRANSFER,158544.32,189794.77,31250.45,298642.25,457186.57
TXN100993,118,PAYMENT,2271.82,6768.65,4496.83,273454.42,275726.24
TXN100994,724,CASH_OUT,43189.44,147371.98,104182.54,66455.18,109644.62
TXN100995,225,CASH_OUT,44940.86,66383.43,21442.57,16848.6,61789.46
TXN100996,532,PAYMENT,71360.31,181260.14,109899.83,76691.73,148052.04
TXN100997,113,DEBIT,4721.36,53701.7,48980.34,158269.09,162990.45
TXN100998,140,CASH_OUT,37973.98,145108.87,107134.89,51478.91,89452.89
TXN100999,559,TRANSFER,67170.11,175590.58,108420.47,50237.92,117408.03
